Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Kohl's,1189833,4/6/2021,West,California,Los Angeles,Women's Apparel,41,188,7708,2700,Online
West Gear,1128299,4/21/2020,West,Colorado,Denver,Men's Athletic Footwear,67,188,12596,5040,Online
West Gear,1128299,6/26/2020,West,Washington,Seattle,Men's Athletic Footwear,74,188,13912,5150,Online
West Gear,1128299,7/26/2020,West,Washington,Seattle,Men's Athletic Footwear,60,188,11280,4170,Online
West Gear,1128299,7/31/2020,West,Washington,Seattle,Men's Street Footwear,78,188,14664,5870,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Street Footwear,47,188,8836,3270,Online
Kohl's,1189833,2/9/2021,Midwest,Montana,Billings,Men's Athletic Footwear,54,188,10152,4370,Online
Sports Direct,1197831,8/14/2021,South,Alabama,Birmingham,Men's Athletic Footwear,36,188,6768,3720,Online
Sports Direct,1197831,9/20/2021,South,Alabama,Birmingham,Women's Street Footwear,59,188,11092,6990,Online
Sports Direct,1197831,10/5/2021,South,Alabama,Birmingham,Women's Apparel,56,188,10528,8320,Online
West Gear,1185732,8/9/2021,Northeast,New York,Albany,Women's Street Footwear,51,188,9588,3450,Online
West Gear,1128299,12/23/2021,West,Oregon,Portland,Men's Street Footwear,61,188,11468,5500,Online
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Men's Street Footwear,39,188,7332,3670,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Athletic Footwear,46,188,8648,4150,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Athletic Footwear,50,188,9400,4890,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Apparel,47,188,8836,4420,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45,188,8460,3810,Online
Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,44,188,8272,3720,Online
Sports Direct,1185732,2/4/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34,188,6392,3070,Online
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Women's Apparel,60,188,11280,7110,Online
Kohl's,1185732,7/6/2021,Northeast,New Jersey,Newark,Men's Street Footwear,47,188,8836,4150,Online
West Gear,1128299,12/28/2020,West,California,San Francisco,Women's Athletic Footwear,48,188,9024,3070,Outlet
Sports Direct,1197831,9/30/2021,South,Alabama,Birmingham,Men's Street Footwear,14,188,2632,1500,Outlet
Sports Direct,1197831,10/5/2021,South,Alabama,Birmingham,Women's Apparel,45,188,8460,5840,Outlet
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,41,188,7708,2620,Outlet
Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Men's Athletic Footwear,27,188,5076,1980,Outlet
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,39,188,7332,3370,Outlet
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,39,188,7332,3370,Outlet
Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Men's Street Footwear,23,187,4301,2370,Online
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,65,187,12155,5110,Outlet
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,28,187,5236,2460,Outlet
West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Athletic Footwear,33,187,6171,3020,Outlet
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,30,187,5610,2300,Outlet
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,47,187,8789,3780,Outlet
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,37,187,6919,3180,Outlet
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,33,187,6171,2590,Outlet
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,34,186,6324,3230,Online
West Gear,1128299,2/19/2020,West,Nevada,Las Vegas,Men's Street Footwear,41,186,7626,2900,Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,59,186,10974,3620,Outlet
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Apparel,82,186,15252,5030,Outlet
West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Street Footwear,34,186,6324,2590,Outlet
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,48,186,8928,4290,Outlet
Amazon,1185732,2/19/2021,Northeast,Vermont,Burlington,Men's Street Footwear,34,186,6324,2780,Outlet
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,35,185,6475,3170,Outlet
Walmart,1197831,9/15/2020,South,Texas,Houston,Men's Apparel,35,184,6440,2380,Outlet
Sports Direct,1197831,9/20/2021,South,Texas,Dallas,Men's Apparel,39,184,7176,2730,Outlet
Sports Direct,1197831,9/24/2021,South,Alabama,Birmingham,Men's Street Footwear,20,184,3680,1910,Outlet
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,61,184,11224,4600,Outlet
West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,Women's Apparel,27,184,4968,2830,Outlet
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,59,184,10856,5100,Outlet
West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,34,184,6256,2820,Outlet
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Street Footwear,18,184,3312,1290,Outlet
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Athletic Footwear,44,184,8096,4210,Outlet
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Street Footwear,38,184,6992,2660,Outlet
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Street Footwear,35,184,6440,2700,Outlet
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Street Footwear,43,184,7912,3240,Outlet
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,41,184,7544,3090,Outlet
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40,184,7360,3240,Outlet
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,184,3680,1690,Outlet
Amazon,1185732,2/12/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,33,184,6072,2850,Outlet
Foot Locker,1185732,2/22/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,41,184,7544,2790,Outlet
Sports Direct,1197831,8/2/2020,South,Texas,Houston,Women's Street Footwear,32,182,5824,2850,Online
Walmart,1197831,10/29/2020,South,Texas,Houston,Women's Athletic Footwear,47,182,8554,4960,Online
West Gear,1128299,11/12/2020,West,California,San Francisco,Women's Apparel,46,182,8372,2340,Online
West Gear,1128299,1/3/2021,West,California,San Francisco,Women's Athletic Footwear,56,182,10192,4590,Online
West Gear,1128299,2/1/2021,West,California,San Francisco,Women's Street Footwear,50,182,9100,3820,Online
West Gear,1128299,2/3/2021,West,California,San Francisco,Men's Apparel,59,182,10738,6230,Online
Kohl's,1189833,3/12/2021,West,California,Los Angeles,Women's Apparel,41,182,7462,2310,Online
Kohl's,1189833,5/5/2021,West,California,Los Angeles,Men's Apparel,58,182,10556,7070,Online
Kohl's,1189833,5/27/2021,West,California,Los Angeles,Women's Street Footwear,46,182,8372,4520,Online
Sports Direct,1197831,8/23/2021,South,Texas,Dallas,Men's Street Footwear,29,182,5278,2640,Online
Sports Direct,1197831,8/29/2021,South,Texas,Dallas,Men's Street Footwear,18,182,3276,1470,Online
West Gear,1128299,2/14/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,64,182,11648,4540,Online
West Gear,1128299,5/21/2020,West,Colorado,Denver,Men's Athletic Footwear,64,182,11648,4430,Online
West Gear,1128299,6/30/2020,West,Washington,Seattle,Women's Apparel,98,182,17836,6060,Online
West Gear,1128299,7/2/2020,West,Washington,Seattle,Men's Athletic Footwear,82,182,14924,5370,Online
Foot Locker,1185732,8/22/2020,Southeast,Florida,Miami,Men's Apparel,53,182,9646,4440,Online
Sports Direct,1185732,10/2/2020,Southeast,Florida,Miami,Women's Athletic Footwear,45,182,8190,3600,Online
Kohl's,1189833,3/5/2021,Midwest,Montana,Billings,Men's Athletic Footwear,45,182,8190,3520,Online
Sports Direct,1197831,3/11/2021,Midwest,Montana,Billings,Men's Athletic Footwear,29,182,5278,2430,Online
Sports Direct,1197831,4/27/2021,South,Tennessee,Knoxville,Men's Street Footwear,49,182,8918,5350,Online
Sports Direct,1197831,4/29/2021,South,Tennessee,Knoxville,Women's Street Footwear,54,182,9828,5800,Online
Sports Direct,1197831,9/17/2021,South,Alabama,Birmingham,Women's Apparel,59,182,10738,8270,Online
Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Street Footwear,63,182,11466,5270,Online
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,81,182,14742,5010,Online
Walmart,1128299,12/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,77,182,14014,4200,Online
West Gear,1185732,2/10/2021,Northeast,New York,Albany,Women's Apparel,42,182,7644,4890,Online
Kohl's,1185732,12/8/2021,Northeast,New York,Albany,Women's Apparel,69,182,12558,8040,Online
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Apparel,96,182,17472,6990,Online
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,86,182,15652,7040,Online
Foot Locker,1185732,2/18/2021,Midwest,Michigan,Detroit,Men's Street Footwear,29,182,5278,2800,Online
West Gear,1185732,6/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,28,182,5096,2600,Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Street Footwear,19,182,3458,1490,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Street Footwear,56,182,10192,5300,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Street Footwear,33,182,6006,3300,Online
Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,61,182,11102,5550,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,53,182,9646,4920,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34,182,6188,2850,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,24,182,4368,1660,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,43,182,7826,3290,Online
Sports Direct,1185732,5/2/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,42,182,7644,3520,Online
Sports Direct,1185732,6/4/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,42,182,7644,3590,Online
Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Men's Apparel,59,182,10738,5260,Online
Sports Direct,1185732,8/3/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,44,182,8008,4240,Online
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,48,182,8736,4540,Online
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,50,182,9100,4730,Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,51,182,9282,4640,Online
West Gear,1185732,7/16/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,55,182,10010,5210,Online
Foot Locker,1185732,7/13/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,53,182,9646,4820,Online
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,54,182,9828,5600,Online
West Gear,1128299,1/4/2021,West,California,San Francisco,Men's Apparel,49,182,8918,5080,Outlet
Kohl's,1189833,3/10/2021,West,California,San Francisco,Women's Athletic Footwear,33,182,6006,2280,Outlet
Sports Direct,1197831,9/7/2021,South,Texas,Dallas,Women's Athletic Footwear,27,182,4914,2410,Outlet
West Gear,1128299,1/14/2020,West,Nevada,Las Vegas,Men's Street Footwear,31,182,5642,2540,Outlet
West Gear,1128299,2/2/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,51,182,9282,3340,Outlet
Sports Direct,1197831,4/19/2021,South,Tennessee,Knoxville,Men's Apparel,33,182,6006,2700,Outlet
West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,20,182,3640,1420,Outlet
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,38,182,6916,2970,Outlet
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,14,182,2548,1170,Outlet
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,26,182,4732,2030,Outlet
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,38,182,6916,2840,Outlet
Walmart,1197831,9/8/2020,South,Texas,Houston,Women's Athletic Footwear,47,181,8507,4680,Online
West Gear,1128299,1/23/2021,West,California,San Francisco,Women's Apparel,76,181,13756,3440,Online
Kohl's,1189833,4/18/2021,West,California,Los Angeles,Women's Apparel,64,181,11584,3590,Online
Sports Direct,1197831,9/28/2021,South,Texas,Dallas,Men's Street Footwear,53,181,9593,5280,Online
Sports Direct,1197831,10/10/2021,South,Texas,Dallas,Men's Street Footwear,38,181,6878,3780,Online
West Gear,1128299,4/19/2020,West,Colorado,Denver,Women's Apparel,83,181,15023,6460,Online
Sports Direct,1197831,3/17/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,33,181,5973,2870,Online
Sports Direct,1197831,4/26/2021,South,Tennessee,Knoxville,Women's Apparel,53,181,9593,6810,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Women's Apparel,69,181,12489,7740,Online
Sports Direct,1185732,4/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,32,181,5792,3480,Online
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,27,181,4887,2440,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Apparel,49,181,8869,5940,Online
Foot Locker,1128299,12/22/2021,West,Arizona,Phoenix,Men's Street Footwear,44,181,7964,3660,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,24,181,4344,1650,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,41,181,7421,3560,Online
Sports Direct,1185732,1/6/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34,181,6154,3080,Online
Sports Direct,1185732,3/2/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,19,181,3439,1790,Online
Sports Direct,1185732,9/2/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,49,181,8869,4430,Online
Amazon,1185732,7/9/2021,Midwest,Ohio,Columbus,Women's Apparel,69,181,12489,7870,Online
Amazon,1185732,12/9/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,60,181,10860,5100,Online
Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,18,181,3258,1730,Online
Walmart,1197831,5/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,39,181,7059,3810,Online
Kohl's,1189833,2/14/2021,Midwest,Montana,Billings,Men's Street Footwear,41,180,7380,4280,Online
Sports Direct,1197831,4/5/2021,South,Tennessee,Knoxville,Women's Street Footwear,19,180,3420,1850,Online
Sports Direct,1197831,9/3/2021,South,Alabama,Birmingham,Women's Athletic Footwear,41,180,7380,5090,Online
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,71,180,12780,4600,Online
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,82,180,14760,6350,Online
West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,78,180,14040,5760,Online
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Apparel,96,180,17280,6910,Online
Foot Locker,1185732,5/19/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,39,180,7020,3580,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,56,180,10080,5440,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,43,180,7740,4180,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27,180,4860,2090,Online
Sports Direct,1185732,2/4/2021,Southeast,North Carolina,Charlotte,Men's Apparel,44,180,7920,3960,Online
Kohl's,1185732,8/7/2021,Northeast,New Jersey,Newark,Men's Street Footwear,47,180,8460,4060,Online
Amazon,1185732,2/19/2021,Northeast,Vermont,Burlington,Men's Street Footwear,49,180,8820,4670,Online
Walmart,1197831,8/16/2020,South,Texas,Houston,Men's Apparel,35,180,6300,2210,Outlet
West Gear,1128299,2/20/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,51,180,9180,2480,Outlet
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Women's Apparel,64,180,11520,4720,Outlet
Foot Locker,1197831,2/4/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,28,180,5040,1660,Outlet
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,44,180,7920,3410,Outlet
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Men's Street Footwear,21,180,3780,1700,Outlet
Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,37,180,6660,2200,Outlet
West Gear,1185732,5/18/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,58,179,10382,5400,Online
Walmart,1197831,8/10/2020,South,Texas,Houston,Men's Apparel,34,179,6086,2070,Outlet
Kohl's,1189833,3/16/2021,West,California,Los Angeles,Women's Athletic Footwear,34,179,6086,2500,Outlet
Sports Direct,1197831,8/31/2021,South,Texas,Dallas,Women's Street Footwear,20,179,3580,1400,Outlet
Foot Locker,1185732,12/3/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,51,179,9129,5290,Outlet
West Gear,1128299,2/15/2020,West,Nevada,Las Vegas,Women's Street Footwear,44,179,7876,3310,Outlet
Sports Direct,1197831,4/6/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,20,179,3580,1930,Outlet
Sports Direct,1197831,5/8/2021,South,Tennessee,Knoxville,Women's Apparel,29,179,5191,3480,Outlet
Sports Direct,1197831,9/10/2021,South,Alabama,Birmingham,Men's Apparel,35,179,6265,3260,Outlet
West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Apparel,64,179,11456,2980,Outlet
West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,28,179,5012,2110,Outlet
West Gear,1128299,6/24/2021,West,Oregon,Portland,Women's Athletic Footwear,62,179,11098,4550,Outlet
West Gear,1128299,10/24/2021,West,Oregon,Portland,Men's Athletic Footwear,37,179,6623,2520,Outlet
West Gear,1128299,3/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,29,179,5191,2390,Outlet
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Women's Street Footwear,31,179,5549,2330,Outlet
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Women's Apparel,34,179,6086,3590,Outlet
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,37,179,6623,2850,Outlet
Walmart,1185732,8/17/2021,South,Mississippi,Jackson,Women's Street Footwear,37,179,6623,2910,Outlet
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,28,179,5012,2160,Outlet
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,35,179,6265,3260,Outlet
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,44,179,7876,3860,Outlet
Sports Direct,1197831,5/4/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,25,178,4450,2140,Outlet
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Women's Apparel,46,178,8188,3280,Outlet
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Women's Apparel,53,178,9434,5190,Outlet
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Men's Street Footwear,17,178,3026,1420,Outlet
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,51,178,9078,3180,Outlet
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,48,177,8496,4330,Outlet
Sports Direct,1197831,7/27/2020,South,Texas,Houston,Women's Street Footwear,32,176,5632,2530,Online
Kohl's,1189833,3/18/2021,West,California,Los Angeles,Women's Apparel,41,176,7216,2160,Online
Kohl's,1189833,5/10/2021,West,California,Los Angeles,Women's Athletic Footwear,46,176,8096,4050,Online
Kohl's,1189833,5/15/2021,West,California,Los Angeles,Women's Street Footwear,49,176,8624,4400,Online
Kohl's,1189833,5/18/2021,West,California,Los Angeles,Women's Apparel,62,176,10912,3820,Online
Kohl's,1189833,5/22/2021,West,California,Los Angeles,Women's Athletic Footwear,47,176,8272,3720,Online
Sports Direct,1197831,8/17/2021,South,Texas,Dallas,Men's Street Footwear,23,176,4048,1740,Online
Sports Direct,1197831,9/12/2021,South,Texas,Dallas,Women's Street Footwear,44,176,7744,3640,Online
Sports Direct,1197831,9/29/2021,South,Texas,Dallas,Men's Athletic Footwear,54,176,9504,4850,Online
Sports Direct,1197831,10/12/2021,South,Texas,Dallas,Women's Street Footwear,63,176,11088,6100,Online
Sports Direct,1197831,10/15/2021,South,Texas,Dallas,Women's Apparel,67,176,11792,7660,Online
Sports Direct,1197831,3/29/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,24,176,4224,2150,Online
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Women's Apparel,44,176,7744,5030,Online
West Gear,1185732,11/9/2021,Northeast,New York,Albany,Women's Apparel,68,176,11968,7660,Online
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,62,176,10912,5020,Online
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Women's Apparel,45,176,7920,5390,Online
Sports Direct,1185732,12/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,46,176,8096,4290,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Street Footwear,50,176,8800,4400,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Street Footwear,56,176,9856,5130,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,176,10560,5490,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,46,176,8096,4290,Online
Foot Locker,1185732,10/7/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,41,176,7216,2810,Online
Foot Locker,1185732,10/7/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,41,176,7216,2890,Online
Sports Direct,1185732,8/3/2021,Southeast,North Carolina,Charlotte,Men's Apparel,53,176,9328,4480,Online
Sports Direct,1185732,10/4/2021,Southeast,North Carolina,Charlotte,Women's Apparel,48,176,8448,5320,Online
Walmart,1185732,7/16/2021,South,Mississippi,Jackson,Women's Apparel,61,176,10736,6550,Online
Walmart,1185732,10/18/2021,South,Mississippi,Jackson,Men's Street Footwear,32,176,5632,3040,Online
Sports Direct,1197831,1/23/2021,South,Mississippi,Jackson,Men's Street Footwear,24,176,4224,2150,Online
Foot Locker,1185732,12/16/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,60,176,10560,5490,Online
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Men's Street Footwear,58,176,10208,6120,Online
Sports Direct,1197831,7/23/2020,South,Texas,Houston,Men's Apparel,26,176,4576,1560,Outlet
Kohl's,1189833,3/22/2021,West,California,Los Angeles,Women's Athletic Footwear,36,176,6336,2470,Outlet
West Gear,1128299,2/3/2020,West,Nevada,Las Vegas,Women's Street Footwear,46,176,8096,3890,Outlet
Sports Direct,1197831,5/18/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,44,176,7744,4650,Outlet
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Apparel,60,176,10560,3480,Outlet
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,51,176,8976,3500,Outlet
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Women's Street Footwear,18,176,3168,1010,Outlet
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Men's Street Footwear,32,176,5632,2420,Outlet
West Gear,1197831,4/5/2021,West,Idaho,Boise,Women's Apparel,23,176,4048,2310,Outlet
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,47,176,8272,3390,Outlet
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,Men's Street Footwear,18,176,3168,1460,Outlet
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,17,176,2992,1140,Outlet
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,36,176,6336,2530,Outlet
Foot Locker,1185732,6/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,175,7875,27560,Outlet
Foot Locker,1185732,6/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,175,8750,30630,Outlet
Foot Locker,1185732,7/3/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,7000,28000,Outlet
Foot Locker,1185732,7/4/2021,Midwest,Illinois,Chicago,Men's Apparel,50,175,8750,30630,Outlet
Foot Locker,1185732,7/21/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,7000,28000,Outlet
Foot Locker,1185732,7/22/2021,Midwest,Illinois,Chicago,Men's Apparel,50,175,8750,30630,Outlet
Foot Locker,1185732,8/2/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,175,8750,35000,Outlet
Foot Locker,1185732,10/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,35,175,6125,24500,Outlet
Foot Locker,1185732,11/5/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,40,175,7000,28000,Outlet
Foot Locker,1185732,11/8/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,50,175,8750,21880,Outlet
Foot Locker,1185732,12/12/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45,175,7875,27560,Outlet
Foot Locker,1185732,10/31/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30,175,5250,15750,In-store
Foot Locker,1185732,11/3/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,40,175,7000,31500,In-store
Foot Locker,1185732,11/9/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,40,175,7000,31500,In-store
Foot Locker,1185732,11/17/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,175,7000,21000,Outlet
Foot Locker,1185732,11/18/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,35,175,6125,18380,Outlet
Foot Locker,1185732,11/25/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40,175,7000,24500,Outlet
Foot Locker,1185732,12/1/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,175,6125,21440,Outlet
